listing_id,listing_name,listing_description,neighbourhood_overview,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_value,instant_bookable,license
1.07411E+18,Rustic Double Room - Nearby Stations & Stores,"Looking for an affordable place to stay while exploring, studying or working in Sydney? Got an event nearby and need somewhere comfortable to stay the night? If so, then our quaint design guesthouse is perfect for you!<br /> <br />Located in Gordon is our beautiful convenient Guesthouse. It is situated on a quiet street near Pacific Highway, within walking distance to the nearest bus station, within couple’s minute walk to Gordon Train Station!<br /> <br />Our private room is great for students, solo adventurers, c","Gordon is a suburb on the Upper North Shore of Sydney in the state of New South Wales, Australia 14 kilometres (9 mi) north-west of the Sydney Central Business District and is the administrative centre for the local government area of Ku-ring-gai Council. East Gordon is a locality within Gordon, and West Gordon is a locality within West Pymble.<br /><br />Gordon is located on a major transport artery, the Pacific Highway and near the intersection of Ryde and Mona Vale Roads which form a link between the northern beaches, Homebush Bay and the St George District and Sutherland Shire.<br /><br />Gordon railway station is on the North Shore & Western Line of the Sydney Trains network with frequent commuter services and express rail services during peak hours.<br /><br />Churches in Gordon comprise: St Johns Anglican Church (with an adjoining cemetery and columbarium), Gordon Uniting Church, Gordon Baptist Church and The Liberal Catholic Church of St. Francis.<br /><br />Gordon has a commer",Private room in home,Private room,1,2,1,1,2,365,3,4,3,3,3,2,TRUE,PID-STRA-50899
6.85046E+17,Waterfront room Balmain Birchgrove,"Single room with great views in large 3 storey waterfront share house in Balmain Birchgrove.Lovely garden with natural pool (closed March-Oct), kayaks & fishing.Short walk to city bus or ferry (both 16 mins to cbd).Quiet area with many waterside parks.Built in wardrobe,desk, helves, curtains. Full bathroom (with bath) next to room, shared with 1 room.Large shared kitchen, dining, lounge & deck 1 floor down.BUDGET ACCOMMODATION - will not suit fussy guests. Contact us for long-term discount rates",,Private room in rental unit,Private room,1,,,,4,365,3,5,1,4,4,3,FALSE,Exempt
48744553,Kensington city all around,"Formally students Homestay room,heating fan, wardrobe reading light, bedding and towel, transport to the city 10 min ,university 5 min ,Coogee beach15 min,Randwick race track min walk,royal prince ofWales hospital shot trip by tram. Good food shop and close to centennial park.Balcony with small garden. Female only",,Private room in rental unit,Private room,1,1,1,,90,1125,3,4,3,5,3,2,TRUE,
7.09606E+17,"A1/1B 1 min Rockdale Stn, Ground Floor, Single/B","*  PLEASE READ THE DESCRIPTION, AMENITIES AND SEE THE PHOTOS BEFORE BOOKING.<br /><br />Location<br />- 1 min to Rockdale Station<br />- Town Hall 20 min by train (come in every 10 min)<br />- Airport 15 min by bus (No.420)<br /><br />Room<br />- Kitchen, washer facilities & bathroom (shower).<br />- Shared Guest apartment (4 Rooms).<br />- The room is located in Apartment 1/Room 1b/ Ground Floor.<br />- Room dimensions: 2m x 3.5m<br /><br />* Please check out my other lists on my profile  .",,Private room in rental unit,Private room,1,1,1,1,14,180,3.5,4,3.5,3.5,3,2.5,TRUE,PID-STRA-987
1.10957E+18,Lovely Single Room - Nearby Transport & Shops,"Looking for an affordable place to stay while exploring, studying or working in Sydney? Got an event nearby and need somewhere comfortable to stay the night? If so, then our Lindfield quaint design guesthouse is perfect for you!<br /> <br />Located in Lindfield is our beautiful convenient Guesthouse. It is situated on a quiet street near Pacific Highway, within walking distance to the nearest bus station, within couple’s minute walk to Lindfield Train Station!<br /> <br />Our private room is great for students, sol","Lindfield is a suburb on the Upper North Shore of Sydney in the state of New South Wales, Australia. It is 13 kilometres north-west of the Sydney Central Business District and is in the local government area of Ku-ring-gai Council. East Lindfield is a separate suburb to the east, sharing the postcode of 2070.<br /><br />This suburb of 5.17 square kilometres contains residential housing of California bungalow and federation style, in double brick and tile construction. Australian native bushland in Garigal National Park and Lane Cove National Park borders the suburb.<br />Lindfield has a number of heritage-listed sites, including: 33 Tryon Road: Tryon Road Uniting Church",Private room in home,Private room,1,2,1,1,4,365,3.5,4.25,4,4.25,4,3.75,TRUE,PID-STRA-64307
9.36507E+17,Comfy Private Single Room - Near Shops & Eateries,"Looking for an affordable place to stay while exploring, studying or working in Sydney? Got an event nearby and need somewhere comfortable to stay the night? If so, then our quaint design guesthouse is perfect for you!<br /> <br />Situated on a quiet street in Hurstville is our beautiful convenient Guesthouse. <br /> <br />Our private room is great for students, solo adventurers, couples or business travelers. There are shared facilities such as kitchen, bathrooms and laundry.","Hurstville is a suburb in southern Sydney, New South Wales, Australia. It is 16 kilometres south of the Sydney CBD and is part of the St George area. Hurstville is the administrative centre of the local government area of the Georges River Council. The name Hurstville is derived from the English 'hurst', meaning 'a wooded eminence', and 'ville', meaning 'town'. The land of the Hurstville region was granted by the government of the new colony of New South Wales to two men: Captain John Townson and his brother Robert Townson in 1808. Captain John Townson was granted 1950 acres (7.9 km²) of land which is now occupied by the suburb of Hurstville and part of Bexley. Robert Townson was granted the land which is now occupied by Penshurst, Mortdale and parts of Peakhurst.",Private room in home,Private room,1,2,1,1,2,365,3.5,3.75,4,3.75,3.75,3.5,TRUE,PID-STRA-24514
1.18381E+18,Nature's Cozy Embrace - Minutes' to Station,"Looking for an affordable place to stay while exploring, studying or working in Sydney? Got an event nearby and need somewhere comfortable to stay the night? If so, then our quaint design guest house is perfect for you!<br /> <br />Located in Lindfield is our beautiful convenient Guest house. It is situated on a quiet street near Pacific Highway, within walking distance to the nearest bus station, within minutes' walk to Lindfield Train Station!<br /> <br />Our private room is great for students, solo adventurers,","Lindfield is a suburb on the Upper North Shore of Sydney in the state of New South Wales, Australia. It is 13 kilometres north-west of the Sydney Central Business District and is in the local government area of Ku-ring-gai Council. East Lindfield is a separate suburb to the east, sharing the postcode of 2070.<br /><br />This suburb of 5.17 square kilometres contains residential housing of California bungalow and federation style, in double brick and tile construction. Australian native bushland in Garigal National Park and Lane Cove National Park borders the suburb.<br />Lindfield has a number of heritage-listed sites, including: 33 Tryon Road: Tryon Road Uniting Church",Private room in home,Private room,1,1,1,1,1,365,3.5,3.5,3.5,4.5,4.5,4,TRUE,PID-STRA-52188
42023675,Fully furnished deluxe sharing room in Chatswood,"I  have a fully furnished room available in Chatswood city, 2 minutes of walk to train and bus stand.<br /><br />This room will be shared with another person(Male or Female), separate beds and separate bathroom.<br /><br />Best suitable for working in Chatswood, Artarmon, Wynyard, Townhall, St Leonards, Manly...<br />All the things are in place like TV, washing machine, dryer Utensils, Google Chromecast, internet, Luxury Sofa.",,Shared room in rental unit,Shared room,1,1,1,1,90,91,4,4,3,5,5,5,FALSE,
38727485,Flat17,"Hi guys!<br />Are you looking for accommodation? We have 1 bed available in a shared room. The apartment has 2 bedroom and 2 bathrooms.<br />- 3 mins to Darling Harbour<br />- All bills included<br />- Fully furnished<br />- 15 mins walking to Central and Town Hall station<br />- Unlimited internet Wi-Fi<br />- Gym, sauna, swimming pool and steam room<br />- The bus station is in front of the building (389/501)<br />We are looking for a nice, clean and responsible people who pay rent on time.<br /><br />Thanks,<br /><br />Jakeline",,Shared room in rental unit,Shared room,1,2,1,1,90,1125,4,4,5,5,4,4,TRUE,
31728399,"A2/R3, 1 min Rockdale Stn,Ground Floor,Double/Bed","* PLEASE READ THE DESCRIPTION, AMENITIES AND SEE THE PHOTOS BEFORE BOOKING.<br /><br />Newly renovated<br /><br />Location<br />- 1 min to Rockdale Station<br />- Town Hall 20 min by train (come in every 10 min)<br />- Airport 15 min by bus (No.420)<br /><br />Room<br />- Kitchen, washer facilities & bathroom (shower).<br />- Shared Guest apartment (4 Rooms)<br />- The room is located at Apartment 2/Room 3/Ground Floor. <br />- Room dimensions: 3m x 3.8m<br /><br />* Please check out my other lists at my profile",,Private room in rental unit,Private room,1,1,1,1,7,1125,4,4.33,4.33,4.67,4.67,4.33,TRUE,PID-STRA-987
1.07412E+18,Cozy Queen Room - Nearby Stations & Shops,"Looking for an affordable place to stay while exploring, studying or working in Sydney? Got an event nearby and need somewhere comfortable to stay the night? If so, then our quaint design guesthouse is perfect for you!<br /> <br />Located in Pymble is our beautiful convenient Guesthouse. It is situated on a quiet street near Pacific Highway, within walking distance to the nearest bus station, within couple’s minute walk to Pymble Train Station!<br /> <br />Our private room is great for students, solo adventurers, c","Pymble is a suburb on the Upper North Shore of Sydney in the state of New South Wales, Australia. Pymble is 15 kilometres north of the Sydney Central Business District in the local government area of Ku-ring-gai Council. <br /><br />Pymble is notable for its gardens, bush reserves and heritage-listed residences and properties of architectural significance. Pymble is a predominantly residential area with tree-lined streets, many substantial homes and gardens, numerous parks, nature reserves, and active pockets of commercial activity. Prominent landmarks include Pymble Station and Pymble Hill (Pacific Highway). The station is the centre of transport, shopping and social activities whilst Pymble Hill affords a view of the distant Chatswood skyline.",Private room in home,Private room,1,2,1,1,2,365,4,3.71,4,4,4,4,TRUE,PID-STRA-50900
1.0387E+18,"絕佳位置apt. 25 Park Road, Hurstvill","hv good location apt. （Westfield 邊）25 Park Road, Hurstville, NSW 2220，需要与女owner  share bathroom   with the female owner. Thanks <br />Long Term Rental $350/w, Short Term Rental $70/night,<br />Fully furnished, luggage, bag internet, bill (I hope don't waste it). There is an indoor swimming pool, gym, steam room in apt.",,Private room in rental unit,Private room,1,1,1,1,1,365,4,4,4,4.5,4.5,4.5,FALSE,Exempt
15166425,Lady only share house,"Air-bed in my study room. You will be supplied with pillow and blankets. The room is nice and cozy with closed door, you will have a perfect privacy as in your own house.",,Private room in rental unit,Private room,1,1,1,1,90,1125,4,5,4.4,5,5,5,FALSE,
49582224,balcony facing the streets.,4 minutes to station shops postoffice and Medical Center,,Private room in rental unit,Private room,1,1,1,1,1,365,4,5,5,5,5,5,FALSE,PID-STRA-54193
9.37225E+17,"Burwood, buses on my front door.",Keep it simple at this peaceful and centrally located place.,,Private room in rental unit,Private room,1,4,2,1,1,365,4,5,4,4,4,5,FALSE,Exempt
1.1961E+18,Modern Double Room - Mins to Airport - Shared Bath,"Welcome to our cozy home conveniently located near the airport and university of New South Wales, especially ideal for travelers with frequent journeys and students alike.<br /><br />Our affordable and well-appointed house offers almost everything you need for a comfortable stay.<br /><br />Whether you're here for a quick layover or an extended business trip, you'll find our place both budget-friendly and accommodating. Enjoy the convenience of easy access to transportation hubs while experiencing a peaceful retrea","Botany is a suburban area in the Eastern Suburbs of Sydney. Situated 10 kilometres south-east of Sydney's central business district, Botany falls within the local government area of the City of Botany Bay. Known for its industrial heritage and vibrant community, Botany offers a blend of residential tranquility and convenient access to Sydney's bustling amenities. The area boasts a rich history intertwined with its shipping and manufacturing past, reflected in its diverse architecture and local landmarks. Botany is celebrated for its proximity to Sydney Airport and its expanding commercial hub, making it an attractive destination for both residents and businesses alike.<br /><br />Botany is also ideally located close to vibrant and trendy neighborhoods such as Waterloo, Zetland, Rosebery, and Alexandria, making it perfect for young adults seeking a lively atmosphere. Additionally, its proximity to various bays around Sydney also makes it suitable for families looking to enjoy coastal li",Private room in home,Private room,1,1,1,1,1,89,4,4,3.67,4.67,4.67,4,TRUE,PID-STRA-68083
1.1314E+18,有家里 安静舒适的感觉,"Relax in this unique and serene retreat.Our house allows you to completely relax, the best choice for the quiet of the crowd, the tranquility makes you feel the escape, the tourist office vacation, the first choice, thank you for your visit.",,Private room in home,Private room,1,0.5,1,1,1,365,4,4,5,5,4,4,FALSE,Exempt
1.17068E+18,Cozy Single Room - Centrally Located,"Looking for an affordable getaway in Sydney? Discover our charming Gordon guesthouse, perfect for studying, working, or just relaxing.<br /><br />Conveniently positioned near the Pacific Highway, getting around is effortless with quick access to the bus stop and Gordon Train Station.<br /><br />Enjoy shared facilities including a fully-equipped kitchen, bathrooms, and laundry. Embrace comfort and affordability at our inviting guesthouse.","Gordon is a suburb on the Upper North Shore of Sydney in the state of New South Wales, Australia 14 kilometres (9 mi) north-west of the Sydney Central Business District and is the administrative centre for the local government area of Ku-ring-gai Council. East Gordon is a locality within Gordon, and West Gordon is a locality within West Pymble.<br /><br />Gordon is located on a major transport artery, the Pacific Highway and near the intersection of Ryde and Mona Vale Roads which form a link between the northern beaches, Homebush Bay and the St George District and Sutherland Shire.<br /><br />Gordon railway station is on the North Shore & Western Line of the Sydney Trains network with frequent commuter services and express rail services during peak hours.<br /><br />Churches in Gordon comprise: St Johns Anglican Church (with an adjoining cemetery and columbarium), Gordon Uniting Church, Gordon Baptist Church and The Liberal Catholic Church of St. Francis.<br /><br />Gordon has a commer",Private room in home,Private room,1,2,1,1,2,365,4,4,4,4,4,4,TRUE,PID-STRA-50899
41778335,Surry Hill Backpacker,,,Shared room in home,Shared room,1,1,1,2,90,90,4,3.5,4,4.5,4,4,TRUE,
1.06996E+18,Single Room,"Looking for an affordable place to stay while exploring, studying or working in Sydney? Got an event nearby and need somewhere comfortable to stay the night? If so, then our quaint design guesthouse is perfect for you!<br /> <br />Located in Killara is our beautiful convenient Guesthouse. It is situated on a quiet street near Pacific Highway, within walking distance to the nearest bus station, within 2-3 minutes walk to Killara Train Station and nearest bus stop!<br /> <br />Our private room is great for students,","Killara is a suburb on the Upper North Shore of Sydney in the state of New South Wales, Australia 14 kilometres (8.7 mi) north-west of the Sydney Central Business District in the local government area of Ku-ring-gai Council. East Killara is a separate suburb and West Killara is a locality within Killara.<br /><br />Killara is an Aboriginal word meaning permanent or always there. The name of the suburb was chosen when the railway line opened in 1899. James George Edwards was a representative of the people who requested a station be built here. The suburb was established as a 'Gentlemen's suburb', designed so that there would be no commercial ventures in the area. For this reason, the suburb has very few shops in the original development.<br /><br />Killara later became the home of the famous architect Harry Seidler, whose home—designed by him and his wife Penelope in the 1960s—can still be seen in Kalang Avenue. It is sometimes known as Killara House and sometimes as Harry and Penelope ",Private room in home,Private room,1,1,1,1,1,365,4,3.67,3.33,4.33,4.22,4,TRUE,PID-STRA-53275
1.0743E+18,Cozy Single Room - Next to Eateries & Shops,"Looking for an affordable to stay while exploring, studying or working in Sydney? Got an event nearby and need somewhere comfortable to stay the night? If so, then our Premier Room is perfect for you!<br /><br />Located in the Heart of Leichhardt near Sydney CBD is our beautiful convenient Guesthouse, we are situated on a quiet street within 3-minute walk to nearby transit<br /><br />- Private<br />- Prime Location<br />- Walking Distance to Shops<br />- Close to Transport & City CBD<br />- Luggage Drop-off<br />- Self Check-In<br />- NBN Wi-Fi","Leichhardt is a suburb in the Inner West of Sydney, in the state of New South Wales, Australia. Leichhardt is located 5 kilometres west of the Sydney central business district (CBD) and is the administrative center for the local government area (LGA) of the Inner West Council. The suburb is bordered by Haberfield to the west, Annandale to the east, Lilyfield to the north and Petersham, Lewisham and Stanmore to the south, and located nearby to many major points of interests.",Private room in home,Private room,1,2,1,1,2,365,4,3.89,3.89,4.33,4,4,TRUE,PID-STRA-53966
1.0506E+18,Fairfield CBD Single Bedroom,"WELCOME FOR LONGTERM STAY PLEASE ENQUIRE<br /><br />Revealed in the mainstreet of Fairfield Heights located only a minute walk from Woolworths and Clubs<br />Experience affordable comfort at our budget Airbnb! Our cosy space offers basic amenities for self-maintained living at just $50. We provide a space to live, not a luxurious experience, all at a budget-friendly price. Book now for a warm and welcoming stay without breaking the bank!""",,Private room in guesthouse,Private room,1,,1,,4,365,4,4.4,4,5,4.8,4,FALSE,PID-STRA-61632
9697067,Cute beach pad 5mins from the sea,"One Bedroom beachside apartment.5 mins walk to Bondi Beach, locals shops and the famous Iceberg private rock pool. Nice art deco building located on a quiet street.<br /><br />$650/week",,Private room in rental unit,Private room,1,1,1,1,90,1125,4,4.5,4,4.5,4,4.5,FALSE,
1.21116E+18,Classic Queen Room  Conveniently Located,"Are you on the lookout for an affordable room during your Sydney visits? Look no further than our boutique-designed guesthouse! <br /><br />Conveniently situated in Glenfield, just minutes away from public transport and a short walk from the vibrant main street. There, you'll discover an array of shops catering to your daily needs, including local restaurants, cafes, supermarkets, florists, and newsagents. <br /><br />Our accommodations offer both comfort and accessibility, perfect for various types of trips.","Glenfield is a suburb of Sydney, in the state of New South Wales, Australia. It is located south-west of Sydney in the local government areas of the City of Campbelltown and is part of the Macarthur region.<br />Glenfield was named after a property with the same name in Leicestershire, England by early colonial surgeon and explorer, Charles Throsby. Many of the streets in the suburb have links to British names, such as Canterbury Road, Cambridge Avenue and Trafalgar Street.",Private room in home,Private room,1,1,1,1,3,89,4,4,4,4,4.5,4.5,TRUE,PID-STRA-61976
1.12192E+18,Serene Double Room - Close to Stations & Shops,"Looking for an affordable place to stay while exploring, studying or working in Sydney? Got an event nearby and need somewhere comfortable to stay the night? If so, then our quaint design guesthouse is perfect for you!<br /> <br />Located in Gordon is our beautiful convenient Guesthouse. It is situated on a quiet street near Pacific Highway, within walking distance to the nearest bus station, within couple’s minute walk to Gordon Train Station!<br /> <br />Our private room is great for students, solo adventurers, c","Gordon is a suburb on the Upper North Shore of Sydney in the state of New South Wales, Australia 14 kilometres (9 mi) north-west of the Sydney Central Business District and is the administrative centre for the local government area of Ku-ring-gai Council. East Gordon is a locality within Gordon, and West Gordon is a locality within West Pymble.<br /><br />Gordon is located on a major transport artery, the Pacific Highway and near the intersection of Ryde and Mona Vale Roads which form a link between the northern beaches, Homebush Bay and the St George District and Sutherland Shire.<br /><br />Gordon railway station is on the North Shore & Western Line of the Sydney Trains network with frequent commuter services and express rail services during peak hours.<br /><br />Churches in Gordon comprise: St Johns Anglican Church (with an adjoining cemetery and columbarium), Gordon Uniting Church, Gordon Baptist Church and The Liberal Catholic Church of St. Francis.<br /><br />Gordon has a commer",Private room in home,Private room,1,2,1,1,2,365,4,4.2,4.6,4.6,3.8,3.8,TRUE,PID-STRA-57699
32328763,宽敞明亮、简洁舒适单间招租！,The house is spacious!Clean and cozy!Access is good! (Near the train station!Near the hospital! Near the mall!Nearby! Nearby!,"The street is close to the hospital, train station, shopping mall! Convenient transportation! Street parking is available at the door!",Private room in villa,Private room,1,1,1,1,90,365,4,4,4,4,4,4,FALSE,PID-STRA-21723
34825968,Great room...large Queen bed,"Accomodation provides a unique traveller experience for those that wish to experience the local side of living in Sydney. We are situated about 25 klms from the heart of Sydney city, and around 35klms from most beaches. All are accessable by public transport.",,Private room in home,Private room,1,1,1,1,3,90,4,3.5,4,5,5,4,FALSE,Exempt
1.05174E+18,Chic Single Room - Close to Transport & Shops,"Looking for an affordable place to stay while exploring, studying or working in Sydney? Got an event nearby and need somewhere comfortable to stay the night? If so, then our quaint design guesthouse is perfect for you!<br /> <br />Located in Pymble is our beautiful convenient Guesthouse. It is situated on a quiet street near Pacific Highway, within walking distance to the nearest bus station, within couple’s minute walk to Pymble Train Station!<br /> <br />Our private room is great for students, solo adventurers, c","Pymble is a suburb on the Upper North Shore of Sydney in the state of New South Wales, Australia. Pymble is 15 kilometres north of the Sydney Central Business District in the local government area of Ku-ring-gai Council. <br /><br />Pymble is notable for its gardens, bush reserves and heritage-listed residences and properties of architectural significance. Pymble is a predominantly residential area with tree-lined streets, many substantial homes and gardens, numerous parks, nature reserves, and active pockets of commercial activity. Prominent landmarks include Pymble Station and Pymble Hill (Pacific Highway). The station is the centre of transport, shopping and social activities whilst Pymble Hill affords a view of the distant Chatswood skyline.",Private room in home,Private room,1,1,1,1,2,365,4,4,3.8,4.2,4,4,TRUE,PID-STRA-50900
23789839,Nice sunny room,"nice sunny room close to everything, 10mins walk to bus stop to the city, off street parking available",,Private room in home,Private room,1,1,1,1,90,1125,4,5,4,5,5,5,FALSE,
7038486,Great apartment ocean views,Great location top clovelly <br />Coogee Bondi  and Gordon's bay <br />1 min walk to beach <br />1 min to shops <br />1 min to buses going into city,Very quiet street,Private room in rental unit,Private room,1,1,2,2,90,1125,4,3,3,5,5,4,FALSE,
1.10957E+18,Lovely Double Room - Nearby Transport & Shops,"Looking for an affordable place to stay while exploring, studying or working in Sydney? Got an event nearby and need somewhere comfortable to stay the night? If so, then our Lindfield quaint design guesthouse is perfect for you!<br /> <br />Located in Lindfield is our beautiful convenient Guesthouse. It is situated on a quiet street near Pacific Highway, within walking distance to the nearest bus station, within couple’s minute walk to Lindfield Train Station!<br /> <br />Our private room is great for students, sol","Lindfield is a suburb on the Upper North Shore of Sydney in the state of New South Wales, Australia. It is 13 kilometres north-west of the Sydney Central Business District and is in the local government area of Ku-ring-gai Council. East Lindfield is a separate suburb to the east, sharing the postcode of 2070.<br /><br />This suburb of 5.17 square kilometres contains residential housing of California bungalow and federation style, in double brick and tile construction. Australian native bushland in Garigal National Park and Lane Cove National Park borders the suburb.<br />Lindfield has a number of heritage-listed sites, including: 33 Tryon Road: Tryon Road Uniting Church",Private room in home,Private room,1,2,1,1,1,365,4,4.25,4.25,4,3.25,4,TRUE,PID-STRA-64307
1.05174E+18,Quaint Queen Room - Close to Stations & Eateries,"Looking for an affordable place to stay while exploring, studying or working in Sydney? Got an event nearby and need somewhere comfortable to stay the night? If so, then our quaint design guesthouse is perfect for you!<br /> <br />Located in Pymble is our beautiful convenient Guesthouse. It is situated on a quiet street near Pacific Highway, within walking distance to the nearest bus station, within couple’s minute walk to Pymble Train Station!<br /> <br />Our private room is great for students, solo adventurers, c","Pymble is a suburb on the Upper North Shore of Sydney in the state of New South Wales, Australia. Pymble is 15 kilometres north of the Sydney Central Business District in the local government area of Ku-ring-gai Council. <br /><br />Pymble is notable for its gardens, bush reserves and heritage-listed residences and properties of architectural significance. Pymble is a predominantly residential area with tree-lined streets, many substantial homes and gardens, numerous parks, nature reserves, and active pockets of commercial activity. Prominent landmarks include Pymble Station and Pymble Hill (Pacific Highway). The station is the centre of transport, shopping and social activities whilst Pymble Hill affords a view of the distant Chatswood skyline.",Private room in home,Private room,1,1,1,1,2,365,4,3.86,3.71,5,4.57,3.86,TRUE,PID-STRA-50900
37841906,Unavailable,Unavailable,Unavailable,Shared room in rental unit,Shared room,1,1,1,0,90,90,4,4.5,4.5,5,4,4,TRUE,
8.6565E+17,"Short term stay: Big Rm, Big Private  balcony","Large ground level private room with quality QUEEN bed. With a big Private Wrap around balcony with leafy street views.<br />The room has a separate entry and is part of a shared house. The 2x bathrooms, kitchen, living spaces are shared with other tenants.<br />Location is 100 m from beach and shops.",,Entire rental unit,Entire home/apt,1,2,1,0,21,40,4,3,4,5,5,4,FALSE,PID-STRA-33193
9.3651E+17,Comfy Private Single Room - Near Shops & Eateries,"Looking for an affordable place to stay while exploring, studying or working in Sydney? Got an event nearby and need somewhere comfortable to stay the night? If so, then our quaint design guesthouse is perfect for you!<br /> <br />Situated on a quiet street in Hurstville is our beautiful convenient Guesthouse. <br /> <br />Our private room is great for students, solo adventurers, couples or business travelers. There are shared facilities such as kitchen, bathrooms and laundry.","Hurstville is a suburb in southern Sydney, New South Wales, Australia. It is 16 kilometres south of the Sydney CBD and is part of the St George area. Hurstville is the administrative centre of the local government area of the Georges River Council. The name Hurstville is derived from the English 'hurst', meaning 'a wooded eminence', and 'ville', meaning 'town'. The land of the Hurstville region was granted by the government of the new colony of New South Wales to two men: Captain John Townson and his brother Robert Townson in 1808. Captain John Townson was granted 1950 acres (7.9 km²) of land which is now occupied by the suburb of Hurstville and part of Bexley. Robert Townson was granted the land which is now occupied by Penshurst, Mortdale and parts of Peakhurst.",Private room in home,Private room,1,2,1,1,2,365,4,4.38,4,4.69,4.38,4,TRUE,PID-STRA-24514
14830748,West Pennant Hills Sydney Australia,"My place is close to public transport. You’ll love my place because of the views, the people, and the location. My place is good for couples, solo adventurers, business travellers, families (with kids), and big groups.",,Private room in home,Private room,1,1,1,1,90,1125,4,4,4.5,5,4.5,4,TRUE,
8.45211E+17,Single bed room,Relax in this unique and tranquil retreat.,,Private room in home,Private room,1,1,1,1,1,365,4,4,4.2,4.2,4.6,4,FALSE,PID-STRA-21723
24614429,"DoubleRoom in Tweed Heads, Coolangatta","The complex is equiped with swimming pool, gym, tênis court and BBQ area.<br />Just a little stroll from the supermarkets.<br />5 min from Coolangatta, Kirra beach and Tweed River.<br />Ultra convenient location to the Tweed Heads Hospital and Southern Cross University.<br />The apartment is spacious and full of natural light. Cosy, bright, sunny and quiet.",,Private room in rental unit,Private room,1,,,,90,1125,4,4,4,3.5,4,4.5,FALSE,
1.07047E+18,Private  with air conditioner Convenient place W-7,Keep it simple at this peaceful and centrally located place.<br />Transportation: The location is less than 10 Minutes walk from Turramurra Train Station and bus station. Direct trains to the city in 30 Minutes.,Friendly neighbourhood,Private room in home,Private room,1,1,1,1,90,365,4,3.86,3.86,4,4,4.14,FALSE,PID-STRA-51304
1.00841E+18,Serene Double Room - Close to Stations & Shops,"Looking for an affordable place to stay while exploring, studying or working in Sydney? Got an event nearby and need somewhere comfortable to stay the night? If so, then our quaint design guesthouse is perfect for you!<br /> <br />Located in Gordon is our beautiful convenient Guesthouse. It is situated on a quiet street near Pacific Highway, within walking distance to the nearest bus station, within couple’s minute walk to Gordon Train Station!<br /> <br />Our private room is great for students, solo adventurers, c","Gordon is a suburb on the Upper North Shore of Sydney in the state of New South Wales, Australia 14 kilometres (9 mi) north-west of the Sydney Central Business District and is the administrative centre for the local government area of Ku-ring-gai Council. East Gordon is a locality within Gordon, and West Gordon is a locality within West Pymble.<br /><br />Gordon is located on a major transport artery, the Pacific Highway and near the intersection of Ryde and Mona Vale Roads which form a link between the northern beaches, Homebush Bay and the St George District and Sutherland Shire.<br /><br />Gordon railway station is on the North Shore & Western Line of the Sydney Trains network with frequent commuter services and express rail services during peak hours.<br /><br />Churches in Gordon comprise: St Johns Anglican Church (with an adjoining cemetery and columbarium), Gordon Uniting Church, Gordon Baptist Church and The Liberal Catholic Church of St. Francis.<br /><br />Gordon has a commer",Private room in home,Private room,1,2,1,1,2,365,4,4.67,4.33,4.33,4.67,4.33,TRUE,PID-STRA-57699
1.12137E+18,Comfy Double Room - Nearby Station & Olympic Park,"Looking for an affordable place to stay while exploring, studying or working in Sydney? Got an event nearby and need somewhere comfortable to stay the night? If so, then our cozy Boutique Guesthouse is perfect for you!<br /><br />Located in Berala is our 2-storey modern design Boutique Guest House. It is situated in a quiet street within walking distance to the Berala CBD, and just a 2-minute walk from Berala railway station!<br /><br />Our place is great for couples, solo adventurers, students, business travellers","Close to <br />Berala train station<br />Sydney Olympic Park: Qudos Bank Arena, Sydney Showground, ANZ Stadium for big events<br />Auburn, Burwood and Bankstown hospital<br />Parramatta campus | Western Sydney University, <br />TAFE NSW Lidcombe<br />Bankstown flight training center",Private room in home,Private room,1,2.5,1,1,1,89,4,4.75,4,4.75,4.75,4,TRUE,PID-STRA-25190
9.32396E+17,Heritage Building | City Centre | Kelly,"This special place is close to everything, making a perfect stay for students.<br /><br />* Located opposite Broadway Shopping Centre and in the midst of University District.<br />* Within footsteps to UTS, Sydney University, Notre Dame University and TAFE.<br />* 24-hour security.<br />* Free street parking after 6 PM and paid parking at Broadway shopping centre.<br />* Common Study area, Library, Games room, Lounge, Laundry and kitchen.<br />* Bus stop at the doorstep. Walking distance to Central Station.",,Entire rental unit,Entire home/apt,1,1,1,1,1,365,4,4.6,3.8,4.6,4.6,4,TRUE,PID-STRA-60383
1.14811E+18,Camellia Granny Flat RoomB Single Bed,Your family will be close to everything when you stay at this centrally located place.<br />it is with single bed room,,Private room in home,Private room,1,1,1,1,3,365,4,4,4.2,4.6,4,4.2,TRUE,PID-STRA-65869
